sha256,mal_type_11000,adware,flooder,ransomware,dropper,spyware,packed,crypto_miner,file_infector,installer,worm,downloader
fb440453c379b7fed68bb8c42811d930d30bd0d5d493ba09cfa701066d6d4e21,dropper,0,0,0,4,4,0,0,0,0,0,0
736464e707927bad4a51eebc802ef5857cd854f513f4570bb74154061240541e,worm,0,0,0,0,0,0,0,1,0,5,0
298d3a4f86488b39cd204e460d2ff266554d88f35ef0fb619054909a6ae6128f,dropper,0,0,0,4,2,1,0,0,0,0,0
6beb8145928ff2bdfce6f076a83e9142c44f529cd3338cb1c96ec2db7a9f5843,dropper,0,0,0,12,1,0,0,0,0,0,0
4ff91ad485ab22cd6dd9aa993e48ddacdff40f10e2631cd603a53d4c1caf1a29,worm,0,0,0,1,0,0,0,0,0,8,0
4ae3939c799fc7405e8d577ae0752794a43d3af4b116df98685fbaa77b4833f0,ransomware,0,0,12,0,0,3,0,7,0,0,0
2841dd35aecba5b35223e81148d9e9a08c3eb252e7240f4d1f9dcc2dad3fb8f0,spyware,1,0,0,0,6,2,0,0,0,0,3
a3fc3d237b4b57049aae850f762541545cc5a3e173b7ae534e86ccc7a77a8753,spyware,0,0,0,0,1,0,0,0,0,0,0
74b3607f79eae1533fc78ae1ca6720f96d15f1f9ca99fbf8b5a1deab51375063,spyware,0,0,0,0,11,0,0,11,0,0,0
6a4141f301db4c36527e28ffd524a1f7ee7adfa5aa9abefcd5d65c53c91f13f1,spyware,0,0,0,3,10,0,0,0,0,0,0
edd0285bf490b769cf40c95ff324ffde6a39bb6ecad7c687adaacabbfa43eee0,spyware,0,0,0,1,7,4,0,0,0,5,5
b9e8d0f736f5f4d02578d1081b0f683fdcbcb747f26e7eb884196479714176c5,packed,0,0,0,6,5,9,0,0,0,0,0
43f51324b403951a66cce53005bd72e140a437c5c1051bd9877c829415d630e4,adware,6,0,0,0,1,0,0,0,0,0,0
614d6806fa6c40f8de284cef6e10832952f681edf095e0caf9c4eccd2a887195,spyware,2,0,0,0,5,0,0,0,0,0,0
b98256108c4d05d76cd8b77631d48b0b5397e11391c0104d15a6e1c905789a97,adware,4,0,0,1,1,0,0,0,0,0,0
56d72bf0e254b1faf2d7483a7070ea7238c7977c78f2cf12829fe2936856761a,packed,0,0,0,0,0,4,0,0,0,0,0
bd9b9b63810e9dd90da65419aa33a130383af9b17e24a49ea2cad0477ae1bae3,adware,1,0,0,1,1,1,0,0,0,1,1
eb9ab91370e8fd21379afd250ce2fed7e1daa65347792a8bc339cf0f506df6a6,spyware,0,0,0,0,10,0,0,9,0,8,0
dfe3fc5de298f9ea7c11516ba1928db4b9fc258169b986c64e1df3f05bc66bf2,ransomware,0,0,13,0,0,4,0,8,0,0,0
7b75470c174c20744fe32b878058aac7cf6e59366ab950d1a183820739341c4c,packed,1,0,0,0,0,6,0,3,0,3,1
eb02b723b66afae0e9821788a3001a03157d45181a8f436fe9b5db16d8bed9db,worm,0,0,1,2,0,0,0,0,0,5,0
886bd89982bb19552ff37e2d1ccd574da361ac5677fec10365203cde6858e045,spyware,0,0,0,0,7,0,0,7,0,6,6
99ac9d037388614281fdf26b8d1d8110fb6eb739a8ff9fa29e9d7e1159d05b41,installer,3,0,0,0,0,0,0,0,13,0,1
08625f3f2412cf8fa518611400eb5d1bc837b8c93267c230fbe24eaa6ca29202,worm,0,0,2,3,1,0,0,0,0,6,0
6e9ceecae3766597d230db59f6d1b5da4aa2ca8bd353fc96f648c71a073e1984,spyware,0,0,0,0,5,1,0,0,0,0,0
7ca37a4df02f034e4a061fe6b429beaffde6cbe11a0d62b5cefd899b00b72e32,ransomware,0,0,10,0,0,2,0,6,0,0,0
cb8d56f52e86fdb99aa0d3f78708a91a2f5a43865aaa16525a4df9996377a391,spyware,0,0,0,0,10,0,0,10,0,0,0
3752a8c64f47b09d3f81e10cd7b5891998cb3d2dd5d48ec3c2e5e7b1e8a40e71,worm,0,0,1,1,0,0,0,0,0,5,0
afdf0334858076072d57a83f9a03033fc67beae1853253d079c6e46e12c33b07,ransomware,0,0,10,0,0,2,0,5,0,0,0
288bd320e415a128be2705a1accbec332708a04c31bdf24a9f422833de055dfb,packed,0,0,0,0,2,3,0,0,0,0,0
be52f956dcba108fd5dc80ba81de344b0709a0dbea35675e05bb64b20299f065,worm,0,0,0,0,0,0,0,0,0,2,0
c09f57ee5d46a2c0d222cb420be6aa24cd6de0c3521f886d4db77e6f4e8d15ef,downloader,1,0,0,0,0,0,0,0,4,0,14
3af6254beb38ef12fcacc31aeaec4bf909e877343a77b45346db5a994b4d641a,spyware,0,0,0,5,6,0,0,0,0,0,0
62eb13caa2c6127b94b4d6513685f812daadecff3696db33a59357bd162aa1ae,file_infector,0,0,0,0,0,0,0,2,0,0,0
f0607b827ba420beadfb0cc14b06f76891931d57bcb1e58452413d9d381c9bec,crypto_miner,2,0,0,0,1,3,6,3,0,2,6
3c509fb644012e29391a49a7fbdbd98b093ad92a94a1783fc74b4e996ce89aba,spyware,0,0,0,0,9,0,0,9,0,0,0
a2119e88b7e6c7320d202d35727c3fa610b30e609ea91e0a5fd759c1b18563fc,file_infector,0,0,0,0,0,0,0,2,0,0,0
8ee79525a5fe804fbc3122b2c9be45a52cdc8856200704f5b4ecfb5f7cbfa5e8,spyware,0,0,0,1,4,0,0,0,0,1,3
7837fdc8230e1efa52f0834dcc6c046fcd01c4701058f62bc19b62f4389b2906,spyware,0,0,0,0,14,0,0,14,0,0,0
26a76cd036f8e68af4cbfec00f49f332b9a0a6a1154a2865e2083036453e8de6,adware,10,0,0,0,0,0,0,0,0,0,0
6f0a0334868ae1abea8e67231f8f4a09594c5717bcc0ed44c930fa2771ccfe62,packed,0,0,0,0,0,2,0,0,0,0,0
1b87601772354b0e9c1047729820c774f001e81b11e49a4fd25b469d647533ec,adware,3,0,0,0,0,0,0,0,0,0,0
66b60078a98d30b522ffc98a5690f46be771a7694ebdfed75e90bb603548e05d,ransomware,0,0,11,0,0,2,0,6,0,0,0
d2f1b7b5bcaefb6301377bfcef4a471506a9997cf84277cdea3c2d61018abfb5,spyware,3,0,0,2,6,2,0,0,0,0,0
155e357a0fd2aad191b51851330968d353338b60f25abdf7f7509bf05047c689,spyware,0,0,0,0,13,0,0,13,0,0,0
c9cd041f65185ce05aab7dc96bc0489fe97da4896615fe14faed9aba6b3911a6,dropper,0,0,0,2,2,2,0,0,0,0,0
ad72ee7b03a6fa413250c7f0b6b12201d3a47173bc1d79393e177dea348e6463,crypto_miner,0,0,0,0,2,0,6,3,0,1,4
d2d56d631155e4c425620bfe8d2554b047f40485a7caccaf60f1551d35ee1907,spyware,0,0,0,0,15,0,0,15,0,0,0
02b6eb2204dbca048bacce0272439dc759039fe59a54791d335b1ebbf69fcc16,installer,8,0,0,0,0,6,0,0,9,0,0
9dbb607d6868eda2cfba61d86b921b273c4f02ff850eacb065f922faaa4524fc,spyware,0,0,0,1,2,2,0,0,0,0,0
6b6457d428b157eb80dcaf588a5dc068439d10f7fc0c11fd0a4399a529f06235,spyware,0,0,0,0,9,0,0,9,0,0,0
7f9cbd8d830296c122cd345658c29a9fdea1107930615ea22e3cf5338cbe517b,spyware,0,0,0,0,1,0,0,1,0,0,0
229303b55204c8f6ab0205e063495bb6de1d9e7d21bb2f924af28fd2b81f7af1,downloader,0,0,0,0,0,0,0,0,0,0,1
461f7a39931e7e9da5bff9345e8ede1043d34da4c0e316b92ba4a1c424a940b1,spyware,0,0,0,0,3,0,0,0,0,1,1
bcdda382644c9fbed4428add593e990b1b49507bdbff5ccbeb53109373081ed8,adware,0,0,0,0,0,0,0,0,0,0,0
04ec17cafc7f95be43e277ab35b8d5852c4befb8cfcbaf6067ae4652dbb29d72,file_infector,0,0,0,0,0,0,0,4,0,2,0
25f514fb10998a2293230bde7d5e338e36a1d234908de1db937c435906e5fd4e,dropper,0,0,0,6,6,0,0,0,0,0,0
ec448ec7a8d5c9c8573af0879cd66e2a4c2b3300a026aa7c95ece0c3a10b70f1,spyware,0,0,0,0,15,0,0,15,0,0,0
85eb186b9a89be901b0eb4a61f7702a81fe876aebd5c3ff326e84204b0cfba21,worm,0,0,0,6,0,7,0,0,0,8,0
92338963f1f8a1d7e72941ddd04ab0494f8b641b0f5402079ea476f1abe46497,packed,1,0,0,0,1,3,0,0,1,0,2
308c431a634aecb76bd16c848969a45dce9388c6ca950b7a57171b8d6d90041f,spyware,0,0,0,0,6,1,0,0,0,3,0
8634ecf479674a84c16064c042abe222bcd95fe414cdb227d185033481bd319d,packed,0,0,0,3,2,4,0,0,0,0,0
1e62e0d94ca43e5205d0b52c1dc6947af0025c42882ea80c612441ae785d392a,spyware,0,0,0,0,11,0,0,11,0,0,0
9720f6cd83d42d168527f6acddf7e168e7de3d8a020333a8610f2fabbb1738ce,worm,0,0,0,3,4,0,0,0,0,9,6
0db83280fa7ea179a3196f491260761a61cd403bc197c314457e006ec28bb610,adware,0,0,0,0,0,0,0,0,0,0,0
f4f5c24f70c392152bd8560e5cccbec0238561a6ae75c5a44181b6b2549b541d,dropper,2,0,0,5,5,1,0,2,0,2,0
88c3fe44ab7e8876906e5940a9734cd93421980ee717572a39d5bd055555d8e3,ransomware,0,0,8,0,0,2,0,6,0,0,0
8fcde778151cc5045bd47eade12b408bd2111361a1bd0214a93fcd90bee8aff9,installer,2,0,0,0,0,1,0,0,10,0,0
3d815d296e23ced2df74e6ee9c2fd6a12e411eecea9ec8e139fce4da674696b0,packed,0,0,0,5,7,12,0,0,0,0,0
f13a0476f10d92c4b73486386b00db90b17308e641318854d894b659fc9cea58,installer,7,0,0,0,0,0,0,0,9,0,0
d391364b3e07870d55334f8506d6e2fa72d60a082b78d5d3f85bd70023a140f1,adware,13,0,0,1,0,0,0,0,0,0,1
23305ee00f9f42e79c3f01ec1df7f414e041f555293a357044ef0c6cff31518c,ransomware,0,0,7,0,0,3,0,4,0,0,1
7b60be4de0254a108960b6c5226982e9641250c8871a142801d3aebdd4fcfda6,packed,0,0,0,0,0,2,0,0,0,0,0
7e0a2c68df122f36820dc9c2d6f694ff494e3d785cb909ecf298fd982df224e5,downloader,0,0,0,0,7,2,0,0,0,0,10
7157889e87bed66638174ff62dcb3eae3faa4cd0b6792c78edfdf7d5b5bb31b0,ransomware,0,0,10,0,0,2,0,6,0,0,0
24a6c6adac2d7a107de2724f3759c8ed7ebee0e2aaf564b411630078aa54ef8e,packed,6,0,0,0,0,7,0,0,0,0,0
8137eb02b1b714b7cddaf295ed7b56a3679f72520c6df4fc904d2fddaece64df,packed,0,6,0,0,0,7,0,0,0,0,0
c1489c74918a56491bcaa8d9e0d27b197416881dc8711c6b23a525b162aefcc2,spyware,0,0,0,0,11,0,0,11,0,0,0
b0bf816c0f413553e27c090adab066c1a0f0448f6045def64eeea327ccef29c2,dropper,0,0,0,7,2,0,0,0,0,0,0
7b50af995d7d8a913514ff1f68d3249b394b20c2022ce7397621cadba4361fd9,worm,0,0,1,1,0,0,0,0,0,4,0
88144878f879ea8fbb77ad47fa79d29a8720be0a7e0617f7e7827de67bdcc617,worm,0,0,0,0,0,0,0,0,0,13,0
aee4847f1ba8d09c0ffb6025f89a3ff6e299bd6a960ea49bdb829f61e66096f7,packed,0,0,0,0,2,3,0,0,0,0,0
76134cd9efd179b3c147ccb658d87e3cfee4786fc08702cd53c3b5a1aaa88b13,dropper,0,0,0,1,1,0,0,1,0,0,0
679331309c423758e17877cae665817ae21e0fe8cd0d5ab49040daa44cdf78b8,flooder,0,7,0,0,3,7,0,0,0,0,5
90b44c05cd990397138d4ef0903eab4c14a1aff5dc2568454e9cd852c2210147,packed,0,0,0,0,3,5,0,0,0,0,0
c7da9ba87f5ee64341645dffd370a0c55f8f431453c596676a60a7b0b7210aba,packed,0,0,0,0,0,1,0,0,0,0,0
86b3fe1c799360075f62741dba3c18aa2445bb1d3115a0d19a1cb7174d255f9c,worm,0,0,0,0,0,0,0,0,0,2,0
40e8baa46cf78e04fe98143d75ba3be4195d0c29f86f90b9f52a37ab89c074b4,worm,0,0,0,0,0,0,0,0,0,13,0
4aa29535743ed6ced2f86fbc918a16040b6a58b069a6d240033c41b2b678981e,ransomware,0,0,10,0,0,2,0,6,0,0,0
53f8250a49d5eadf90c1acac8f3518d31d894f70eda1fc6fbabbb7b0e930851a,spyware,0,0,0,0,12,0,0,0,0,0,4
e9c9d4df45b6e9a9cd6eb740ca1ba38f50bfe75f3d2fcdd4fb6c99ebdb3a942c,file_infector,0,0,0,0,8,0,0,9,0,9,0
875f788b1b3c373d3dd3b356f2e7b2e6ae2a79bdcd476280822f6a55079df494,crypto_miner,1,0,0,0,0,0,3,0,0,0,1
dd714a60eea3edacdcbbbebb7a2bd09fd4a448e8ceaca6d64c62236f924bd042,worm,0,0,0,0,0,0,0,0,0,13,0
e738be0c757f81653fd304e7ee52397c51fe933746db02167d7dfe44794533a9,worm,0,0,0,1,1,0,0,0,0,6,2
dc90f1427d67a5376a8aed6bf98602dc3fb0a49092ae40ce118c756a6e2ca00f,dropper,0,0,0,8,0,0,0,0,0,0,5
81c5c750a28971da42d77554abadd031c9f3155909cb9b22f74cd395dbb0ce8e,spyware,0,0,0,0,3,0,0,0,0,1,1
8d3f585e3b8f9b6e12af25c28dd008bf6fab0e70f5cbbcac2b65df0647cfc000,adware,1,0,0,0,0,0,0,0,0,0,0
3d7d0685da093cdfaa295fa9c0dd956f5e4a3d473cbf846418f4ffeed19a032c,adware,0,0,0,0,0,0,0,0,0,0,0
c964ed809c3fdcdd1adc97a49ad958bc2f70b3f09f9dcc80e2e56dffbb07ce03,dropper,0,0,0,13,6,5,0,0,0,0,0
c4a3be0b8a8b5db3b954b74a27b1da3233973537b91b353bc4f940df31a4f0d0,worm,0,0,1,1,0,0,0,0,0,4,0
28be297c1d700baee03384a9d8be2b163272b8271f8236bc0a3dbf74beaabffe,ransomware,0,0,1,0,0,1,0,1,0,0,0
bb9e1e772d48011acc24c2e1370a9e0ac2e6c0f2cccd6a573005c03fb922b147,adware,5,0,0,0,0,1,0,0,1,0,0
853faae753299d92d71904950d01ba1d816adea37a5597decc92a71042daefe8,dropper,0,0,0,9,0,0,0,0,0,0,6
ee3c46060c0c4eebe86b5ffe36367307a342069f7c054a197f15f613aeda8d16,file_infector,0,0,0,0,0,0,0,4,0,2,0
2788117161069cd25cc4822084eb265d860ae1537564b30d018a5b8a4cde8e1a,spyware,1,0,0,0,5,0,0,0,0,0,2
825385eee2f3f8adc0f97f877d3af87ab67efd53cc624c611d06f0f015e78328,dropper,2,0,0,5,4,1,0,2,0,2,0
fd4a5762ef8a7194a97707a30adb1b601cfa69dc579106e2a0e94c3cde9fda6c,packed,0,0,1,0,0,4,0,0,0,0,1
3c71bb7618025fdcf8a67ddd68e42bf7df1a52d9bffc0f0365c3221ed3306976,spyware,0,0,0,0,5,0,0,0,0,0,0
c4cdccdb375cd99fdeccd8647cb5f97c82c3b4eeed8f66da338dc45dcae54700,file_infector,0,0,0,1,0,0,0,2,0,1,0
147197edc1db93e85ab4b6647db5ed839914848509a1b78dc8ddc20216d68ed4,adware,1,0,0,0,0,0,0,0,0,0,0
ff669a5399af8e94fd0ee55de621e23c1b965dbe49aa52f473101a9daccc5a0e,worm,0,0,0,0,0,0,0,0,0,11,0
7ceba1424da66a317a735066cbce5498326335d42a26a9b8c29ef68665a88e0a,adware,7,0,0,0,0,2,0,0,0,0,0
ef43d1f02db54fc4e5c011affeabdf906abcd7bbb5445f35ba35eeb9e4168011,dropper,0,0,0,9,3,2,0,0,0,0,0
765a618ee43a4b3772d5c943e6ff42913ea86ea5c24a81400917dc0a3b48ac01,file_infector,0,0,0,0,0,0,0,4,0,1,0
581df5a2333922a987a7d6a7764313b6bea4ba4b265ce1927917fc4f84ae1c60,spyware,0,0,0,0,3,0,0,0,0,3,0
8d513326799543915bb99fabd09efb35c44b65317bc767f940f36f0a04a7e01f,adware,6,0,0,0,1,0,0,0,0,0,0
d6f345381d8eec15246bf9841989e7ce6676c8ef9ad40d5b9f52b1a711ef1b82,ransomware,0,0,11,0,0,2,0,6,0,0,0
9fa04ef0c8072de62e8fdae42d0d42c67c78ba8d5e39b7ad6187b6b2184bc794,spyware,0,0,0,0,2,2,0,0,0,0,0
84812ab49f1f279d4c98d14260b743741cc072ab2a54293bfcd70b240041706f,spyware,0,0,0,0,10,0,0,10,0,0,0
fc60098d2a71ade7a244a45b31dba70678a033c511a6059b85ec2a3e72e7a7e6,ransomware,0,0,7,0,0,5,0,0,0,0,0
b13d604c332cef35aef92c0b32cefb867d0bafb63b2e9d25863ad12e5c183133,adware,12,0,0,1,0,0,0,0,0,0,0
d67b8ff6ae17944db435d1f9262f45b94e537ba72bc0554b4c2c35cecaa26b42,worm,0,0,0,0,0,1,0,0,0,6,0
d98a0df09647128a614c4fea97d3227351eebb9fd21826ba2421676ea0f2f200,dropper,0,0,0,15,0,0,0,0,0,0,0
c24036eb359a25997a44ed6515b1b61e261e33bd9c940b1c051c1d41d6d9cb96,dropper,0,0,0,6,0,0,0,0,0,0,3
5830878534bbe75a5dd729ce3ee46f5b83fded6386753fa4483c19becd6dcad5,worm,0,0,0,0,0,3,0,0,0,11,0
8c8f47eefddc315ca0c60d64a413d8b70650dc470aceafd9c6a62f11a1fc40ce,file_infector,0,0,0,0,0,0,0,4,0,2,0
ea551c4a9b64d9541122889183b4ad5f2181b1e654af004f946d64abfb3b1952,dropper,0,0,0,1,0,0,0,0,0,0,0
7e7b39d0ef690d013168582414cc508b48741b21fdcc73090759582f22509b9b,installer,3,0,0,0,0,0,0,0,10,0,0
658b5c812e0717581af9c08a7dbd89f743e8a79660efb24741d499cb76ead539,worm,0,0,0,0,11,0,0,0,0,13,0
b849d15851d1443eea6ecc2848afff98c915b9d31e68ec690f0e333307d8e418,adware,10,0,0,0,0,0,0,0,5,0,2
5dbc179d2e3af151be771535936fdcd26b8b4233a6a555336614a33d3271ffad,worm,1,0,0,0,0,0,0,0,0,11,3
d8be1f518865ffe30efd05f3573191e28c5468d8d22f8735148c7756ab94dc41,dropper,0,0,0,3,0,0,0,0,0,0,3
d91c3089080b59c427a109cff2eec36c8dcb76f3149e60e04748802f426cd753,crypto_miner,0,0,0,3,4,2,12,4,0,3,3
a18da663a9af150ed685988817d26af6d3ad5c3d0ea17ebe694571e98163755a,spyware,0,0,0,7,10,3,0,0,0,0,0
065fa86b95201710491f1ffce75a51473694ba8dfae2f3fa7755e2c48ae180f0,worm,0,0,0,1,1,0,0,0,0,6,2
bf6799aa10dc62e604c8d85f2122bc53231f6538227d6df8dfb3473384573b7b,worm,0,0,0,0,0,0,0,0,0,11,0
444f8a90525dec2f3b28a5f319bb87e69daeb622365fca7c4af1eb8b013e98f1,dropper,0,0,0,3,3,0,0,0,0,1,1
fd31156710649d3315f8a3c2e1e6f8920ada241599b2e34c5f8ddeeac0c8beb0,adware,11,0,0,1,1,1,0,0,2,0,0
ab89bf63a0b579caf9df474ee87c9ea61269f4a4e83c3dab603d4cff7dcd561c,worm,0,0,0,0,1,0,0,0,0,7,0
